nll,context,environment,tau,beta,lambda,id,round,trial,chosen,contextOrder
40624797262.43134,Spatial,0,0.049787068367863944,0.049787068367863944,0.10302448343787919,0,1,4,31,0
40624797262.43134,Spatial,0,0.049787068367863944,0.049787068367863944,0.05156166422146979,0,1,5,29,0
40624797262.43134,Spatial,0,0.049787068367863944,0.049787068367863944,0.10748271499662078,0,1,6,30,0
40624797262.43134,Spatial,0,0.0792125133621977,0.0776321486975982,0.10575656912929418,0,1,7,39,0
40624797262.43134,Spatial,0,0.05966265265668956,0.08671950453697132,0.25526042980052405,0,1,8,60,0
40624797262.43134,Spatial,0,17.832015974914444,0.10467746923582816,0.0704995029097777,0,1,9,4,0
40624797262.43134,Spatial,0,19.352380086203283,0.05883474767094232,0.2302845230872984,0,1,10,32,0
40624797262.43134,Spatial,0,0.051535286140422465,0.08182954094040838,0.10353012385487471,0,1,11,28,0
40624797262.43134,Spatial,0,5.027675963945696,0.3744853103333375,0.2547236011785678,0,1,12,12,0
40624797262.43134,Spatial,0,1.4197831473345293,0.050006941944540355,0.2622051088961749,0,1,13,21,0
40624797262.43134,Spatial,0,0.22192034007599667,0.06659075242794864,0.28513766342826036,0,1,14,11,0
40624797262.43134,Spatial,0,0.1582242061447549,0.08909049431961175,0.30748984761640646,0,1,15,19,0
40624797262.43134,Spatial,0,0.18367861647189676,0.17052234433905,0.28362689613379727,0,1,16,37,0
40624797262.43134,Spatial,0,0.166143160227102,0.053131387805368156,0.3181105246852795,0,1,17,36,0
40624797262.43134,Spatial,0,0.8435111861082785,0.10525661225636639,0.309609639989946,0,1,18,35,0
40624797262.43134,Spatial,0,0.7572187249137877,0.07335590700617312,0.30859467133314217,0,1,19,43,0
18395518293.660255,Spatial,0,9.398899072554453,3.049443410528849,0.6262836587207511,0,2,0,49,0
18395518293.660255,Spatial,0,0.049787068367863944,0.049787068367863944,0.3752373845518821,0,2,1,9,0
18395518293.660255,Spatial,0,0.11165663159843152,0.049787068367863944,0.07692615859619582,0,2,2,8,0
18395518293.660255,Spatial,0,0.22001020275291155,0.049787068367863944,0.3509820374314986,0,2,3,0,0
18395518293.660255,Spatial,0,4.687319148631917,0.337595792378263,0.3819255287700147,0,2,4,1,0
18395518293.660255,Spatial,0,1.0208867119217406,0.23116191305771877,0.38094272260141193,0,2,5,10,0
18395518293.660255,Spatial,0,2.417239217653252,1.8911697633861784,0.3855647907174522,0,2,6,11,0
18395518293.660255,Spatial,0,0.5036386552020533,0.31591637633905356,0.3815933692147756,0,2,7,16,0
18395518293.660255,Spatial,0,15.12263961454606,1.144569716668357,0.3600437302087355,0,2,8,17,0
18395518293.660255,Spatial,0,4.182947953527433,0.42183182674427655,0.35782961525704526,0,2,9,18,0
18395518293.660255,Spatial,0,10.293076456506975,0.6221212126818101,0.3598857412344998,0,2,10,19,0
18395518293.660255,Spatial,0,2.9723459255967377,1.3830831833260737,0.35235513180256184,0,2,11,24,0
18395518293.660255,Spatial,0,0.06743410053193609,0.3131001792785642,0.3541335747801853,0,2,12,25,0
18395518293.660255,Spatial,0,14.38061313852662,0.05216390443604406,0.34538408522470726,0,2,13,26,0
18395518293.660255,Spatial,0,5.111858373943165,0.08942614604367169,0.3553054325705512,0,2,14,27,0
18395518293.660255,Spatial,0,1.8304112124821297,9.095640308562025,0.3412341473163839,0,2,15,35,0
18395518293.660255,Spatial,0,5.056705054688238,4.240931117262494,0.34875324614566333,0,2,16,13,0
18395518293.660255,Spatial,0,1.0948911645337998,0.07255678989456989,0.3556973451466403,0,2,17,4,0
18395518293.660255,Spatial,0,4.332288735849167,0.051606192197431185,0.3605358632407968,0,2,18,2,0
18395518293.660255,Spatial,0,0.3039643635153392,0.051949891557712735,0.36794656194132835,0,2,19,9,0
13294117131.617281,Spatial,0,0.5627769421227289,0.20021397226258003,1.9568399887859615,0,3,0,17,0
13294117131.617281,Spatial,0,0.049787068367863944,0.049787068367863944,0.21430834277475352,0,3,1,14,0
13294117131.617281,Spatial,0,20.085536923187668,0.049787068367863944,0.26842188570377706,0,3,2,5,0
13294117131.617281,Spatial,0,0.049787068367863944,0.049787068367863944,0.07948143523865697,0,3,3,30,0
13294117131.617281,Spatial,0,0.049787068367863944,0.049787068367863944,0.23787116572973196,0,3,4,30,0
13294117131.617281,Spatial,0,1.7839059133104378,2.196289670265185,0.4647792606520641,0,3,5,22,0
13294117131.617281,Spatial,0,0.5856833977230788,0.20540199298935946,0.46765516830845394,0,3,6,21,0
13294117131.617281,Spatial,0,1.1922393129984188,0.09763567944733974,0.47195123378750614,0,3,7,23,0
13294117131.617281,Spatial,0,0.06240235718495725,0.3568844314980326,0.4778802718500349,0,3,8,23,0
13294117131.617281,Spatial,0,5.219718890417064,1.4789446456252422,0.4567006242682503,0,3,9,23,0
13294117131.617281,Spatial,0,13.40260655876639,0.315461259869838,0.43792478266277995,0,3,10,23,0
13294117131.617281,Spatial,0,0.5294718959062924,0.5461129540482186,0.46308041048303783,0,3,11,23,0
13294117131.617281,Spatial,0,0.8392029091992983,0.11233328325784166,0.4263965752832962,0,3,12,22,0
13294117131.617281,Spatial,0,0.0664522458569922,0.14465055860858664,0.4559524121455355,0,3,13,23,0
13294117131.617281,Spatial,0,0.05372640643006418,0.08435472727015687,0.34508496617106305,0,3,14,22,0
13294117131.617281,Spatial,0,3.126857046138922,0.9525977240749254,0.3494521258152271,0,3,15,15,0
13294117131.617281,Spatial,0,0.7045667295258803,0.5491517360076318,0.3654536640227268,0,3,16,23,0
13294117131.617281,Spatial,0,15.291635031842523,2.337099972823891,0.34698953935540605,0,3,17,22,0
13294117131.617281,Spatial,0,9.496447272466959,3.9050180685344995,0.3419903675531236,0,3,18,15,0
13294117131.617281,Spatial,0,19.06291012451061,0.11912928997777365,0.38950371612520956,0,3,19,14,0
58056562859.13236,Spatial,0,3.2757111898281037,1.5970991861153112,4.299685910283866,0,4,0,59,0
58056562859.13236,Spatial,0,20.085536923187668,0.049787068367863944,1.522768320944475,0,4,1,47,0
58056562859.13236,Spatial,0,0.049787068367863944,0.049787068367863944,0.1345980970010027,0,4,2,2,0
58056562859.13236,Spatial,0,4.685110783154046,0.0706980752237881,0.313478267424052,0,4,3,1,0
58056562859.13236,Spatial,0,0.6968501038661625,0.8863210635043713,0.31904305844263803,0,4,4,4,0
58056562859.13236,Spatial,0,2.4274482987113357,0.1951197854732876,0.32425100238306936,0,4,5,4,0
58056562859.13236,Spatial,0,0.08778153509483802,0.8458052541082102,0.3083610278425518,0,4,6,6,0
58056562859.13236,Spatial,0,4.853638237122667,1.3099258678261154,0.31668495402937047,0,4,7,12,0
58056562859.13236,Spatial,0,0.5385872414770607,0.1454648463233981,0.3239778425366447,0,4,8,5,0
58056562859.13236,Spatial,0,13.63553280602156,0.4906228427083686,0.3269255384632979,0,4,9,4,0
58056562859.13236,Spatial,0,4.7413449643248144,1.0504105710254517,0.3310940385173108,0,4,10,4,0
58056562859.13236,Spatial,0,0.44942835482905164,0.1032651879210352,0.3212046628794452,0,4,11,5,0
58056562859.13236,Spatial,0,0.11908934485733845,0.17599413841460237,0.3241101320533695,0,4,12,4,0
58056562859.13236,Spatial,0,2.7110828803556304,0.7191251090706637,0.31531559792223923,0,4,13,4,0
58056562859.13236,Spatial,0,2.6564807658594165,0.5628532095591298,0.33523726177467367,0,4,14,4,0
58056562859.13236,Spatial,0,4.839419893492208,10.377625670900242,0.30373146165850345,0,4,15,4,0
58056562859.13236,Spatial,0,0.2055589559381108,0.13347544756940996,0.32291917759871286,0,4,16,5,0
58056562859.13236,Spatial,0,13.939433089801918,0.34073470310712506,0.3213783353883881,0,4,17,4,0
58056562859.13236,Spatial,0,12.979301491704318,0.11188995944139449,0.33814026965458105,0,4,18,4,0
58056562859.13236,Spatial,0,1.3922915677960241,1.1916625545374728,0.3087567046724888,0,4,19,4,0
31285854116.053158,Spatial,0,0.34285921119926627,2.1114245626471435,0.3180575976222496,0,5,0,33,0
31285854116.053158,Spatial,0,20.085536923187668,0.049787068367863944,0.45396115015300476,0,5,1,11,0
31285854116.053158,Spatial,0,20.085536923187668,0.049787068367863944,0.07757805309897138,0,5,2,14,0
31285854116.053158,Spatial,0,20.085536923187668,0.049787068367863944,0.12452233062948484,0,5,3,54,0
31285854116.053158,Spatial,0,0.049787068367863944,0.049787068367863944,0.15760598695599215,0,5,4,49,0
31285854116.053158,Spatial,0,20.085536923187668,0.049787068367863944,0.09098020431300252,0,5,5,48,0
31285854116.053158,Spatial,0,0.049787068367863944,0.049787068367863944,0.18061796282452613,0,5,6,50,0
31285854116.053158,Spatial,0,0.049787068367863944,0.049787068367863944,0.1853949184632961,0,5,7,50,0
31285854116.053158,Spatial,0,0.0642618021645343,0.049787068367863944,0.11149229506579998,0,5,8,51,0
31285854116.053158,Spatial,0,0.049787068367863944,0.049787068367863944,0.11685054492219293,0,5,9,50,0
31285854116.053158,Spatial,0,0.049787068367863944,0.049787068367863944,0.05363425695746691,0,5,10,50,0
31285854116.053158,Spatial,0,0.05431257243754915,0.09435958567354606,0.3497544724091122,0,5,11,50,0
31285854116.053158,Spatial,0,0.07102707882553182,0.10671568008944836,0.30153418865931336,0,5,12,50,0
31285854116.053158,Spatial,0,0.06975816750573884,0.07575315421832104,0.18612423697243385,0,5,13,50,0
31285854116.053158,Spatial,0,0.05006359380557732,0.11841513493651017,0.07317874058679164,0,5,14,50,0
31285854116.053158,Spatial,0,0.05269347232140145,0.1362345877247693,0.2732396946042671,0,5,15,50,0
31285854116.053158,Spatial,0,0.06063395683229119,0.12996653944223155,0.05270657767207237,0,5,16,51,0
31285854116.053158,Spatial,0,0.05729981440784979,0.141061509704111,0.15699677587309852,0,5,17,50,0
31285854116.053158,Spatial,0,0.06229247327182891,0.057174828098990944,0.11294692463332945,0,5,18,51,0
31285854116.053158,Spatial,0,0.06216796497019546,0.09514903586861423,0.31840224575176806,0,5,19,50,0
17570026153.700188,Spatial,0,1.3779009777887006,13.35204386727585,0.4420140655892042,0,6,0,12,0
17570026153.700188,Spatial,0,0.049787068367863944,0.049787068367863944,0.13232460133705137,0,6,1,12,0
17570026153.700188,Spatial,0,0.07442481824384704,0.049787068367863944,0.19213685702555064,0,6,2,4,0
17570026153.700188,Spatial,0,0.06586425368210082,0.049787068367863944,0.13267137028345632,0,6,3,5,0
17570026153.700188,Spatial,0,2.486871082732514,8.134843422902037,0.34830014442725393,0,6,4,11,0
17570026153.700188,Spatial,0,5.159768285436593,0.33351502850745535,0.34803097918792847,0,6,5,15,0
17570026153.700188,Spatial,0,1.4924861312867468,0.3439552150413091,0.3434230601421863,0,6,6,21,0
17570026153.700188,Spatial,0,0.13608222166787587,0.06158096489477427,0.3427701955510251,0,6,7,20,0
17570026153.700188,Spatial,0,11.800295450609706,0.5782709226474491,0.3317151285812607,0,6,8,21,0
17570026153.700188,Spatial,0,0.07639935235929385,0.1585758888935197,0.34588775941244093,0,6,9,22,0
17570026153.700188,Spatial,0,9.513302309078759,0.12793277409147827,0.33898309956154565,0,6,10,29,0
17570026153.700188,Spatial,0,8.422417796610294,0.0652530789272569,0.3516789042504658,0,6,11,13,0
17570026153.700188,Spatial,0,0.18091221924669482,1.9685914077980164,0.35931741219604957,0,6,12,21,0
17570026153.700188,Spatial,0,0.9322232875896171,4.112589456058447,0.35106461174698345,0,6,13,21,0
17570026153.700188,Spatial,0,0.09847656582481876,0.05951596386995384,0.31036040327945047,0,6,14,21,0
17570026153.700188,Spatial,0,1.8834625632267872,1.4051924021892974,0.3562959931646937,0,6,15,21,0
17570026153.700188,Spatial,0,3.4595569388847225,1.1827293816826714,0.32700137019309955,0,6,16,21,0
17570026153.700188,Spatial,0,0.36768178935605644,0.10666681278848705,0.36080038254413827,0,6,17,13,0
17570026153.700188,Spatial,0,0.461618453143659,0.1047523059670977,0.3645004999712362,0,6,18,21,0
17570026153.700188,Spatial,0,4.62704802750307,0.6068040866980482,0.32555440694118676,0,6,19,29,0
3236946190.2366314,Spatial,0,0.8013316749922337,4.907907805694826,0.6565463101228671,0,7,0,42,0
3236946190.2366314,Spatial,0,20.085536923187668,0.049787068367863944,1.055442350969127,0,7,1,46,0
3236946190.2366314,Spatial,0,20.085536923187668,0.049787068367863944,0.22081850701143632,0,7,2,20,0
3236946190.2366314,Spatial,0,0.049787068367863944,0.049787068367863944,0.054767108489872394,0,7,3,9,0
3236946190.2366314,Spatial,0,0.049787068367863944,0.049787068367863944,0.29645228692364056,0,7,4,8,0
3236946190.2366314,Spatial,0,0.049787068367863944,0.049787068367863944,0.2964584337045964,0,7,5,8,0
3236946190.2366314,Spatial,0,0.10146758786109736,0.049787068367863944,0.29460089970172537,0,7,6,9,0
3236946190.2366314,Spatial,0,0.05559201410487436,0.049787068367863944,0.30284779367813924,0,7,7,0,0
3236946190.2366314,Spatial,0,1.43121619886582,0.06061097755701573,0.4286969634330185,0,7,8,8,0
3236946190.2366314,Spatial,0,0.5252368991156333,0.47320036991571374,0.4645046559356091,0,7,9,8,0
3236946190.2366314,Spatial,0,0.5923798965519238,0.11840568833470738,0.464365617151825,0,7,10,8,0
3236946190.2366314,Spatial,0,0.866634712144655,0.8818284105776348,0.45438014478489386,0,7,11,8,0
3236946190.2366314,Spatial,0,5.379869053119231,5.7257331360657995,0.4516472241565359,0,7,12,0,0
3236946190.2366314,Spatial,0,0.08510071077440487,0.237566562828651,0.434033061480961,0,7,13,16,0
3236946190.2366314,Spatial,0,0.25779584695505153,4.138843153914208,0.4402096971204108,0,7,14,0,0
3236946190.2366314,Spatial,0,0.06556226677912093,0.46843941470230255,0.4942404357796772,0,7,15,8,0
3236946190.2366314,Spatial,0,3.404046835604795,0.0725007687423589,0.4485568951657083,0,7,16,8,0
3236946190.2366314,Spatial,0,0.2158757531014787,0.4027679306822389,0.43953994863168566,0,7,17,8,0
3236946190.2366314,Spatial,0,1.5428167382328875,0.051435045102843524,0.5024864489563594,0,7,18,16,0
3236946190.2366314,Spatial,0,5.452496546973627,0.09577547111841464,0.4429603070194288,0,7,19,8,0
54193931247.93594,Spatial,0,1.0540959518642954,0.9852313721318328,0.6066647013039941,0,8,0,22,0
54193931247.93594,Spatial,0,20.085536923187668,0.049787068367863944,1.0822187473477505,0,8,1,46,0
54193931247.93594,Spatial,0,0.049787068367863944,0.049787068367863944,0.46307433742079224,0,8,2,25,0
54193931247.93594,Spatial,0,0.04987253588501714,0.08355948804823533,0.28532203457446637,0,8,3,1,0
54193931247.93594,Spatial,0,0.049787068367863944,0.049787068367863944,0.08498372009521964,0,8,4,4,0
54193931247.93594,Spatial,0,0.6528484743591303,0.25501016461945114,0.44796052338671255,0,8,5,12,0
54193931247.93594,Spatial,0,0.057198181355720044,0.1038643492430254,0.4833377267451121,0,8,6,3,0
54193931247.93594,Spatial,0,14.533267740595987,2.4714842093713685,0.44938021159872316,0,8,7,3,0
54193931247.93594,Spatial,0,1.164385211933035,1.4423183570115867,0.4658596030255231,0,8,8,3,0
54193931247.93594,Spatial,0,14.499076029242687,1.2727672381976218,0.45397781849249447,0,8,9,3,0
54193931247.93594,Spatial,0,0.5859301298066495,0.17902044298896144,0.4653577995632295,0,8,10,3,0
54193931247.93594,Spatial,0,0.08201837845037263,0.056111337174007216,0.4870266365237681,0,8,11,3,0
54193931247.93594,Spatial,0,6.2596194678746695,0.35255767741397254,0.49237785556740904,0,8,12,3,0
54193931247.93594,Spatial,0,0.16769035126848075,0.4811381645215169,0.47515813987184,0,8,13,3,0
54193931247.93594,Spatial,0,1.571755010595701,0.11939208883012924,0.47802299274762045,0,8,14,3,0
54193931247.93594,Spatial,0,1.0865550243299484,0.19514140398270421,0.4727158014346315,0,8,15,3,0
54193931247.93594,Spatial,0,0.08798984419180969,0.18339864894735652,0.4956084232123049,0,8,16,3,0
54193931247.93594,Spatial,0,8.237745937638136,1.7207098228272433,0.46304159139104495,0,8,17,3,0
54193931247.93594,Spatial,0,0.2524272926601066,0.12015509408184354,0.4509623800835146,0,8,18,3,0
54193931247.93594,Spatial,0,1.3543077524908427,0.052383606047572764,0.455808720340119,0,8,19,3,0
41646673674.87951,Spatial,0,1.1207242824404202,0.6780952886601911,2.56289040337026,0,9,0,17,0
41646673674.87951,Spatial,0,0.049787068367863944,0.049787068367863944,0.19955034608631816,0,9,1,22,0
41646673674.87951,Spatial,0,0.049787068367863944,0.049787068367863944,0.16458625882599295,0,9,2,23,0
41646673674.87951,Spatial,0,20.085536923187668,0.049787068367863944,0.2016880046401399,0,9,3,12,0
41646673674.87951,Spatial,0,20.085536923187668,0.049787068367863944,0.07226520234884043,0,9,4,7,0
41646673674.87951,Spatial,0,0.08812432808571986,0.049787068367863944,0.16241789982509786,0,9,5,29,0
41646673674.87951,Spatial,0,0.15233647245185053,0.049787068367863944,0.07234558960387892,0,9,6,31,0
41646673674.87951,Spatial,0,0.3520771195884888,0.10348954218646794,0.6421560863230159,0,9,7,33,0
41646673674.87951,Spatial,0,0.08151675688623444,0.10317145827552712,0.6034860614700557,0,9,8,50,0
41646673674.87951,Spatial,0,0.12263196335325327,0.04988650056447963,0.19159579110529962,0,9,9,0,0
41646673674.87951,Spatial,0,0.05731345987552411,0.05490058972406428,0.37477509485377086,0,9,10,61,0
41646673674.87951,Spatial,0,0.06711789416500306,0.05415843978183968,0.15364724402572028,0,9,11,60,0
41646673674.87951,Spatial,0,0.10371984665901754,0.05469139531603363,0.15646701421728512,0,9,12,53,0
41646673674.87951,Spatial,0,0.051664391479343645,0.1319119678370695,0.1401246410215025,0,9,13,62,0
41646673674.87951,Spatial,0,0.07373544368854737,0.10899467691830943,0.12625861659945536,0,9,14,63,0
41646673674.87951,Spatial,0,0.1519973394864241,0.0787059530156379,0.0980569735418579,0,9,15,44,0
41646673674.87951,Spatial,0,0.06598296480657595,0.0895340715576222,0.07161930868100812,0,9,16,61,0
41646673674.87951,Spatial,0,0.05106489917530722,0.10014473179260912,0.18599728245781622,0,9,17,62,0
41646673674.87951,Spatial,0,0.05551241797696279,0.1429275747370636,0.13081610613798875,0,9,18,61,0
41646673674.87951,Spatial,0,0.050908376250105816,0.10594258032663319,0.21553253695142474,0,9,19,61,0
15995643254.402792,Conceptual,0,0.6156759259959365,2.109497339926707,1.416832249901477,0,0,0,35,0
15995643254.402792,Conceptual,0,20.085536923187668,0.049787068367863944,0.227215669542139,0,0,1,58,0
15995643254.402792,Conceptual,0,20.085536923187668,0.049787068367863944,0.10559176762321451,0,0,2,56,0
15995643254.402792,Conceptual,0,20.085536923187668,0.049787068367863944,0.19172811989370128,0,0,3,60,0
15995643254.402792,Conceptual,0,0.049787068367863944,0.049787068367863944,0.22344276227539764,0,0,4,39,0
15995643254.402792,Conceptual,0,0.07724280800938055,0.049787068367863944,0.07362199900967871,0,0,5,32,0
15995643254.402792,Conceptual,0,0.339868796087482,0.08249653776948777,0.4233733672403238,0,0,6,15,0
15995643254.402792,Conceptual,0,6.273529482085094,13.33187074168239,0.3836775335210809,0,0,7,31,0
15995643254.402792,Conceptual,0,11.21512190327117,1.0440398511740105,0.3778435047144795,0,0,8,23,0
15995643254.402792,Conceptual,0,0.4916914874694987,0.1981264947333644,0.366669364055611,0,0,9,13,0
15995643254.402792,Conceptual,0,12.325324242181962,0.1767829471289446,0.3743115541464798,0,0,10,50,0
15995643254.402792,Conceptual,0,1.6402323460471357,0.07004074229239622,0.37074642051140233,0,0,11,44,0
15995643254.402792,Conceptual,0,0.08456125863792023,0.13886202052040988,0.36722533236371907,0,0,12,56,0
15995643254.402792,Conceptual,0,5.787328341176114,5.26174410212255,0.3627705379146404,0,0,13,56,0
15995643254.402792,Conceptual,0,7.5500785568822355,0.11945544404975891,0.35152774469960923,0,0,14,58,0
15995643254.402792,Conceptual,0,0.8824615727365668,0.6054560952790315,0.3647621170851063,0,0,15,61,0
15995643254.402792,Conceptual,0,2.183648097298964,2.706113231898365,0.36658426849887227,0,0,16,34,0
15995643254.402792,Conceptual,0,11.948816344713366,0.37017994082056954,0.3630478614155066,0,0,17,36,0
15995643254.402792,Conceptual,0,2.855739599725732,1.3485377960551506,0.35095447767765325,0,0,18,8,0
15995643254.402792,Conceptual,0,2.2092451080916824,1.1400484227870071,0.3594527867701557,0,0,19,0,0
40624745514.50039,Conceptual,0,1.910446878791096,0.9221367046047172,0.5015730403766339,0,1,0,2,0
40624745514.50039,Conceptual,0,20.085536923187668,0.049787068367863944,0.20833625822332044,0,1,1,39,0
40624745514.50039,Conceptual,0,20.085536923187668,0.049787068367863944,0.10236708492224612,0,1,2,19,0
40624745514.50039,Conceptual,0,0.049787068367863944,0.049787068367863944,0.6168549601914991,0,1,3,23,0
40624745514.50039,Conceptual,0,0.049787068367863944,0.049787068367863944,0.09258636496064229,0,1,4,0,0
40624745514.50039,Conceptual,0,0.049787068367863944,0.049787068367863944,0.20566241901189047,0,1,5,63,0
40624745514.50039,Conceptual,0,0.049787068367863944,0.049787068367863944,0.09056637374553843,0,1,6,62,0
40624745514.50039,Conceptual,0,0.05662391642987658,0.05517066076438035,0.07702836656869369,0,1,7,63,0
40624745514.50039,Conceptual,0,0.06840588519296352,0.053050309068417505,0.15450889064416023,0,1,8,63,0
40624745514.50039,Conceptual,0,19.406121222436962,0.05107634109062368,0.14458837656609574,0,1,9,63,0
40624745514.50039,Conceptual,0,19.69868596854389,0.06517856608120635,0.20994051708162823,0,1,10,63,0
40624745514.50039,Conceptual,0,0.059684399845451375,0.052442181381099164,0.1967934470606937,0,1,11,63,0
40624745514.50039,Conceptual,0,5.875225421007106,0.0970409964223713,0.2852831348942893,0,1,12,63,0
40624745514.50039,Conceptual,0,5.28120889804837,0.18750299292380995,0.2659152281081913,0,1,13,63,0
40624745514.50039,Conceptual,0,0.14252460992384863,0.06604427001345779,0.28403117694474656,0,1,14,63,0
40624745514.50039,Conceptual,0,1.497043055931846,0.3850827082972702,0.3031118788645287,0,1,15,63,0
40624745514.50039,Conceptual,0,0.06440866035240769,0.054355884830652595,0.3019121926864145,0,1,16,63,0
40624745514.50039,Conceptual,0,0.05088550427304622,0.28009380308249116,0.271845185200311,0,1,17,63,0
40624745514.50039,Conceptual,0,1.1877824212624322,0.06602656654983821,0.30370975967518765,0,1,18,63,0
40624745514.50039,Conceptual,0,1.6934969196061307,0.34989519106999367,0.3140514613067377,0,1,19,63,0
18394329078.946213,Conceptual,0,2.8811886169357233,0.18031075322050638,0.37088714458547306,0,2,0,34,0
18394329078.946213,Conceptual,0,0.049787068367863944,0.049787068367863944,0.3752386942075359,0,2,1,39,0
18394329078.946213,Conceptual,0,0.1116566599416889,0.049787068367863944,0.12007616472490999,0,2,2,56,0
18394329078.946213,Conceptual,0,0.21977155028001863,0.049787068367863944,0.07711656838873002,0,2,3,60,0
18394329078.946213,Conceptual,0,0.9648152315345229,0.2776197414063694,0.382205417464552,0,2,4,63,0
18394329078.946213,Conceptual,0,0.14738604988315548,0.21013807557944414,0.3857104743077851,0,2,5,63,0
18394329078.946213,Conceptual,0,15.771840950663739,0.79994241874312,0.3982436903201447,0,2,6,63,0
18394329078.946213,Conceptual,0,2.105058138708963,0.17268391393302987,0.37777312438266913,0,2,7,63,0
18394329078.946213,Conceptual,0,5.9329645625700325,5.167339617119189,0.35247366372949096,0,2,8,63,0
18394329078.946213,Conceptual,0,18.2303529225801,0.0742076523405616,0.3596700163314846,0,2,9,63,0
18394329078.946213,Conceptual,0,0.07586601288868983,0.5197246370903826,0.3533374150265262,0,2,10,63,0
18394329078.946213,Conceptual,0,4.7233343614124665,0.5254860922251237,0.3496686486024921,0,2,11,63,0
18394329078.946213,Conceptual,0,0.0916774515837391,0.0722246343222843,0.35130047580435964,0,2,12,63,0
18394329078.946213,Conceptual,0,11.092745172663557,1.1245529331886535,0.34747074535144173,0,2,13,63,0
18394329078.946213,Conceptual,0,1.8668212331452654,1.7312919035243728,0.3513085631132996,0,2,14,63,0
18394329078.946213,Conceptual,0,0.6036860025836994,1.1569398998397826,0.3570580897075933,0,2,15,63,0
18394329078.946213,Conceptual,0,0.3276846293742656,0.10282168335365784,0.35242722973589796,0,2,16,63,0
18394329078.946213,Conceptual,0,3.1814985584092956,1.242510716130782,0.3502837939797983,0,2,17,63,0
18394329078.946213,Conceptual,0,4.081367153999536,0.2775206603151585,0.355157665412831,0,2,18,63,0
18394329078.946213,Conceptual,0,2.611693835838926,0.07797939472856452,0.36323122066117963,0,2,19,63,0
13294039456.120268,Conceptual,0,1.5427293586949282,4.721697861333838,3.444191188547535,0,3,0,51,0
13294039456.120268,Conceptual,0,0.049787068367863944,0.049787068367863944,0.20060553618488583,0,3,1,53,0
13294039456.120268,Conceptual,0,20.085536923187668,0.049787068367863944,0.1367325664815373,0,3,2,49,0
13294039456.120268,Conceptual,0,0.049787068367863944,0.049787068367863944,0.2224121237945903,0,3,3,63,0
13294039456.120268,Conceptual,0,0.049787068367863944,0.049787068367863944,0.10995113618376925,0,3,4,56,0
13294039456.120268,Conceptual,0,0.6696761486577779,2.3967350168345884,0.4704799515930898,0,3,5,59,0
13294039456.120268,Conceptual,0,0.1732935068046771,0.14015882108255287,0.4718980622269395,0,3,6,59,0
13294039456.120268,Conceptual,0,6.29102340663187,0.08140691142301604,0.45841696363824863,0,3,7,59,0
